Wall time,Step,Value
1737133982.272882,160,0.0055082724429667
1737134007.21758,161,0.005453949794173241
1737134032.167581,162,0.005409102886915207
1737134057.258785,163,0.005347738973796368
1737134082.36184,164,0.0052927955985069275
1737134107.358322,165,0.005243789404630661
1737134132.31903,166,0.005187571048736572
1737134157.33728,167,0.005127644632011652
1737134182.261386,168,0.005072844680398703
1737134207.257294,169,0.005016137845814228
1737134232.219238,170,0.004965825006365776
1737134257.127819,171,0.004914270248264074
1737134282.150258,172,0.004849461372941732
1737134307.129014,173,0.004806378856301308
1737134332.101601,174,0.004765923600643873
1737134357.036498,175,0.00471231946721673
1737134382.029603,176,0.004679266829043627
1737134407.06167,177,0.004629022441804409
1737134431.957112,178,0.004580865614116192
1737134456.821319,179,0.004526281263679266
1737134481.761828,180,0.0044947052374482155
1737134506.589592,181,0.0044535258784890175
1737134531.4044,182,0.004432805348187685
1737134556.106558,183,0.004394198767840862
1737134581.071216,184,0.004364750348031521
1737134605.962835,185,0.00432982761412859
1737134630.755732,186,0.004308533854782581
1737134655.58195,187,0.004290335811674595
1737134680.301367,188,0.0042570242658257484
1737134704.97362,189,0.004237406421452761
1737134729.891133,190,0.004200083203613758
1737134754.716278,191,0.004182051867246628
1737134779.671425,192,0.004160520154982805
1737134804.445802,193,0.004139350727200508
1737134829.218583,194,0.00411543995141983
1737134854.063512,195,0.004101982805877924
1737134878.799426,196,0.004082447849214077
1737134903.575908,197,0.004047364462167025
1737134928.391277,198,0.004030113574117422
1737134953.124067,199,0.004010197706520557
